movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
46,Exotica,1994,116.0,"['Drama', 'Romance']",Jocelyn Moorhouse,"['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn']","['wedding vows', 'marriage proposal', 'married couple', 'monogamy', 'advice', 'marriage', 'quilt', 'love', 'family holiday', 'extramarital affair', 'grandmother', 'woman director']","Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",en,"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],10000000.0,23574130.0,6.5,38.0,4.485958
47,Ed Wood,1994,127.0,"['Crime', 'Mystery', 'Thriller']",David Fincher,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",en,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",['United States of America'],33000000.0,327311859.0,8.1,5915.0,18.45743
48,Hoop Dreams,1994,81.0,"['Adventure', 'Animation', 'Drama', 'Family']",Mike Gabriel,"['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers']","['culture clash', 'settler', 'forbidden love', 'colony', 'musical', 'gold rush', 'princess', 'romance', 'native american', 'animation', 'virginia', 'star crossed lovers', 'reference to pizarro', 'jamestown virginia', 'pug dog', 'cross cultural relationship', 'musket', 'animate tree', 'indian chief', 'based on myths or folklore', '17th century', 'shamanism', 'songs', 'indians vs. settlers', 'animal sidekick', 'powhatan', 'land claim']","History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",en,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],55000000.0,346079773.0,6.7,1509.0,13.280069
49,I.Q.,1994,96.0,"['Drama', 'Romance']",Patricia Rozema,"['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny']","['professor', 'lgbt', 'woman director']","A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town.",en,['Alliance Communications Corporation'],['Canada'],,,5.9,10.0,3.302524
50,Star Wars,1977,106.0,"['Drama', 'Crime', 'Thriller']",Bryan Singer,"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri']","['law', 'relatives', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'sibling']","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",en,"['Blue Parrot Productions', 'Bad Hat Harry Productions']",['United States of America'],6000000.0,23341568.0,8.1,3334.0,16.302466
51,Legends of the Fall,1994,93.0,"['Action', 'Thriller', 'Drama']",Richard W. Munchkin,"['Cynthia Rothrock', 'Marshall R. Teague', 'Daniel McVicar']","['Legends of the Fall', 'Romance', 'Drama', 'Tragedy', 'Family', 'Love', 'War', 'Montana', 'Native American']","Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier. With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector. In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",en,"['A&M Films', 'Avenue Pictures', 'Columbia Pictures', 'Columbia TriStar Motion Picture Group']",['United States'],,,6.3,3.0,0.595949
52,"Madness of King George, The",1994,95.0,"['Comedy', 'Romance']",Woody Allen,"['Woody Allen', 'Mira Sorvino', 'Helena Bonham Carter']","['prostitute', 'adoption', 'adoptive father', 'childlessness', 'looking for  birth parents', 'adoptive mother', 'independent film', 'illegal prostitution', 'child']","When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",en,"['Miramax Films', 'Magnolia Pictures']",['United States of America'],15000000.0,6700000.0,6.7,145.0,15.899134
53,Natural Born Killers,1994,116.0,"['Drama', 'Foreign']",Gianni Amelio,"['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani']",['independent film'],"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",it,"['A Band Apart', 'Jersey Films', 'Warner Bros. Pictures', 'Regency Enterprises']","['Italy', 'France', 'Switzerland']",,,7.7,11.0,1.361286
54,Outbreak,1995,100.0,"['Action', 'Adventure', 'Comedy', 'Family']",Holly Goldberg Sloan,"['Steve Guttenberg', ""Olivia d'Abo"", 'Jay O. Sanders']","['sport', 'kids and family', 'soccer', 'woman director']","In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",en,"['Walt Disney Pictures', 'Caravan Pictures']",['United States of America'],,,5.2,41.0,5.982764
55,"Professional, The",1994,115.0,['Drama'],Ulu Grosbard,"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine']","['alcohol', 'artist', 'music', 'drug', 'band']","Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",en,"['Miramax Films', 'CiBy 2000']","['France', 'United States of America']",,,6.1,15.0,4.093443
56,Pulp Fiction,1994,89.0,"['Crime', 'Drama', 'Thriller']",Robert Tinnell,"['Johnny Morina', 'Malcolm McDowell', 'Maggie Castle']","['crime', 'mystery', 'thriller', 'drama', 'Quentin Tarantino']","Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",en,"['Telefilm Canada', 'Melenny Productions']",['United States'],,,3.0,1.0,0.307075
57,Priest,1994,103.0,"['Comedy', 'Drama', 'Romance']",Jodie Foster,"['Holly Hunter', 'Robert Downey Jr.', 'Anne Bancroft']","['baltimore', 'thanksgiving', 'family clan', 'family conflict', 'generations conflict', 'woman director']","After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",en,"['Paramount Pictures', 'Egg Pictures', 'PolyGram Filmed Entertainment']",['United States of America'],,17519169.0,6.3,39.0,8.416802
58,Quiz Show,1994,108.0,"['Comedy', 'Drama', 'Romance']",Michael Radford,"['Philippe Noiret', 'Massimo Troisi', 'Maria Grazia Cucinotta']","['island', 'letter', 'postman', 'fisherman', 'poet']",Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,it,"['Hollywood Pictures', 'Barry Levinson/Jon Peters Production', 'Malpaso Productions']","['Belgium', 'France', 'Italy']",,,7.6,181.0,10.168437
59,Three Colors: Red,1994,100.0,"['Thriller', 'Drama', 'Mystery']",Robert Lepage,"['Lothaire Bluteau', 'Patrick Goyette', 'Jean-Louis Millette']","['Three Colors', 'Red', 'Krzysztof Kieślowski', 'Irene Jacob', 'Jean-Louis Trintigt', 'Romance', 'Drama', 'France', 'Poland', '1994']","The year is 1952, in Quebec City. Rachel (16), unmarried and pregt, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",fr,"['Pathé', 'France 3 Cinéma', 'Les Films Alain Sarde', ""CCFP Centre National du Cinéma et de l'image animée""]",['Canada'],,,6.5,2.0,0.120789
60,Three Colors: Blue,1993,96.0,"['Adventure', 'Family', 'Fantasy']",Frank Oz,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse']","['cupboard', 'games', 'puppet', 'parallel world', 'toy comes to life']",A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,en,"['Paramount Pictures', 'Columbia Pictures Corporation', 'The Kennedy/Marshall Company']",['United States of America'],45000000.0,,5.9,136.0,10.673296
61,Three Colors: White,1994,101.0,"['Drama', 'Thriller']",John Schlesinger,"['Sally Field', 'Kiefer Sutherland', 'Ed Harris']","['rape', 'gun', 'self-defense', 'grieving parents']","It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",en,['Paramount Pictures'],['United States of America'],20000000.0,,5.8,65.0,4.733526
62,Stargate,1994,137.0,"['Music', 'Drama', 'Family']",Stephen Herek,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas']","['composer', 'mentor', 'deaf-mute', 'musical', 'apprentice', 'private life', 'music', 'disabled']","In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",en,"['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",['United States of America'],,106269971.0,6.9,115.0,7.137117
63,"Santa Clause, The",1994,89.0,['Comedy'],Paris Barclay,"['Shawn Wayans', 'Marlon Wayans', 'Tracey Cherelle Jones']","['date', 'slang', 'hip-hop', 'cousin', 'parody', 'hood', 'gang', 'social satire', 'racism', 'gangster']","When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",en,"['Miramax Films', 'Island Pictures', 'Ivory Way Productions']",['United States of America'],,,6.2,192.0,11.700115
64,"Shawshank Redemption, The",1994,96.0,"['Comedy', 'Romance']",Bill Bennett,"['Sandra Bullock', 'Denis Leary', 'Yaphet Kotto']","['island', 'painting', 'thief', 'seasickness']","Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",en,"['Warner Bros.', 'Morgan Creek Productions']",['United States of America'],,,4.5,14.0,2.174487
